"","Ciudad Huexotzinco","Ocotepec","Almoyahuacan","Tepetzinco","Coyotzinco","Zacapechpan","Xopanac Inn","Tocuillan","Atenco South","Mextla","Tepulequique","Acxotlan Tecpan","Zecalacoayan Aytec","Tepoliuhcan","Tlatenco","Temaxcalac","Moyotzingo","Coxtocan","Mendocinas Tetla","Atzompan","Malinaltepec","Chiauhtzinco Plains","Calpultitlan","Atenco North","Xalmimilolco","Atlicholoayan","Zacatepec","Tlachichilco","Atexcac","Tlayacaque","Xaltepetlapan","Tepalcatepec","Ahuatepec","Nepopohualco","Coatlichan","Tlalnahuac","San Salvador","Tenexcalco","Tlallancallecan","Apapaztlan","Amaxac","Autliztacan","Teotlaltzinco","Hueyacatitla","Aztatoacan","Atlacintla","Quetzallan","Tozcoque","Hueyatzacoalco","Tepatlaxco","Tzayanalquilocan","Atlixco","Quimichallan","Cuaco","Tianguizmanalco","Tepetlixpan","Tepenacaztla","Chalma","Acxotlan Acatocha","Analco","Chiatlan","Coyula","Tenextepec","Chilhuacan"
"Quimichallan",25.1279698645391,23.6867042931301,23.5335785391768,25.6022899287221,28.0358461172054,25.790819004776,27.7273601554713,26.8100154516406,26.6843572604469,28.1367853426659,24.070063766138,23.58607894507,26.9014639863599,26.9459561281637,25.0055273397491,37.3699748308245,34.0068414213103,31.9879406017948,30.3525442122804,26.944502238726,30.7443433101337,29.3962537471281,29.8459863528365,30.0892297318817,32.7131669128246,30.8492424446679,23.2031608058494,21.5591919019788,20.8481757680367,21.8379525295524,21.9921772712715,19.2170834835165,21.703080652649,22.8748286810063,38.4132914215746,38.331990107576,35.8338049410401,40.3154093469964,42.7287582678333,44.9033448782969,43.8047349165306,49.489569486745,32.1466280191948,34.4353312140813,36.2703783225518,34.4847732555036,33.3536518592922,35.029513273117,37.5805259119251,40.6592606355834,39.0542151765073,3.40132420822206,0,3.40110544043904,5.20087565479911,7.33918113529663,9.694918764221,12.2028167183285,13.1703404205963,16.4392805738238,11.4320337057345,5.80646780879574,10.3732693522468,16.0184490103014
"Cuaco",28.427637608538,26.5020130236814,26.4859925916037,28.6836035131462,31.1750340722495,28.9983454530156,30.9930728816238,29.9937889864412,30.0652299612267,31.4683134718793,26.58058636133,26.7607563171145,29.7772738743098,29.9783317615203,27.8108858288552,40.5070944243827,37.2056879509942,35.0655290871047,33.2083285000455,29.5295637524074,33.2727848588473,32.4047887846254,33.1418081100874,33.4687238214613,36.0432712689923,34.0662259603013,26.5911131257274,24.2980866089036,23.7317945008189,24.1311176036611,25.1918481044344,22.6119688425233,25.0220420445013,25.8425214791523,41.0391770073736,40.6681172480309,38.4732173171199,42.8630534895575,45.5388667923645,47.0954285183833,46.3990617578101,51.8830035846931,34.8599078403166,36.8285075717939,39.1258029969084,37.3549534524137,36.2261839997165,38.0693911403603,40.5848839345658,43.6561999351663,41.9059164491512,6.76749582818807,3.40110544043904,0,8.12296901841213,8.89731608669921,11.6965764292555,12.7118055352425,14.7884856279066,18.0409669120138,10.9204734582162,4.19277117908006,8.64401083007676,16.9035466232182
"Tianguizmanalco",22.49036164798,22.9620703388528,22.3948794410843,23.9571214974167,26.1122942531755,23.6211943803447,25.2324928049203,24.7248938613837,23.3703084695897,25.2386464603039,24.1258973391904,21.6187326460579,25.9070200143044,25.4449740459184,24.2684940625117,35.3173434459978,31.7393084608638,30.2293465890238,29.3413317413892,26.7356212350081,30.5844049436189,27.9248612119139,27.1502144642323,26.7500096939565,29.7666144964525,28.5435351590639,19.8482341875011,21.1264530184361,20.0250282350577,22.4616132672203,19.9598047539211,15.8227782886894,19.0228731066323,21.7075771197256,37.8920238629096,38.481618056045,35.3143139295407,39.9609580815195,41.6754512999609,45.2789017496448,43.3000166630799,49.3984142671949,31.4972739546701,34.5180557509672,35.1636372635721,33.3605185937042,32.2400256772695,33.3599661050457,35.9984407107328,39.0678368323493,37.9230652437921,2.70102953467426,5.20087565479911,8.12296901841213,0,4.26101152980508,5.27224732895855,9.7059885545754,8.9566656289251,12.0784133114498,10.6283239255237,8.13951993815589,11.5815495422389,12.5953369036883
"Tepetlixpan",26.0514523512492,27.1324230137925,26.4899163611669,27.9063617586474,29.9487990376814,27.3844689221695,28.8317092044893,28.5113112020938,26.5036525204087,28.6189941064123,28.375945344954,25.4819649679927,30.0135265202834,29.4267279804845,28.431112374363,39.0423118793372,35.3905883522654,34.0971724126842,33.4290725589442,30.9608392005545,34.8075439155393,31.8997006617649,30.6246253739041,29.816280005732,33.0677681040574,32.2012551226856,23.0170988307329,25.3434980674881,24.1947174503109,26.7198168259326,23.8193693309275,19.0663488032528,22.6172966381626,25.8009574603515,42.053003071854,42.7233934225226,39.4805576142929,44.1451555690136,45.7149036975126,49.5311986556548,47.4550286716354,53.6083523980382,35.650360762576,38.7580678906042,39.2073864884423,37.405933760859,36.2922000372587,37.242222669338,39.898853087868,42.9533587654768,41.952024588326,6.5050035983914,7.33918113529663,8.89731608669921,4.26101152980508,0,2.97110669967121,5.46972560600711,5.92468691937939,9.19884721566692,6.64043121972553,6.75394345405272,8.61198119206846,8.77086261511439
"Tepenacaztla",24.7574508373969,26.8266056850175,25.9896560560997,27.1099877749968,28.9612096767299,26.3182132293089,27.5533966124506,27.4657449841267,24.8027142818274,27.1162837982125,28.4303232330124,24.573774794237,29.5127619604047,28.6742683959553,28.0917397868041,37.850906963683,34.1271649528744,33.1277882950373,32.8631586966905,30.8409508838907,34.6583791112202,31.117574546139,29.1983751775071,28.0324572864528,31.4586563481228,30.9649272356548,21.3865637241747,25.2234908493834,23.9129885701141,27.0767811712687,22.9249303763535,17.5672482995755,21.402549481472,25.3032125556511,41.6421617281967,42.6541556068767,39.0949728603729,43.8036221316635,44.9943831895908,49.5340245556659,47.010447191684,53.3443461272207,35.2408973661358,38.6889760278063,38.5185498345122,36.7282907821117,35.6337661904197,36.2780610356642,38.9510153294041,41.9704532232418,41.2227171782125,7.95310418035835,9.694918764221,11.6965764292555,5.27224732895855,2.97110669967121,0,5.74958353091782,3.68456709613277,6.84484710748886,8.32425198780854,9.71921555463721,11.1397645148061,7.54449911289091
"Chalma",30.5034115850183,32.3501371789658,31.5985735122822,32.8138257827934,34.7000243288146,32.0634366916601,33.2994062934564,33.2097536605654,30.4559591467878,32.8283749687579,33.7448349509888,30.2980329876512,35.1265051746568,34.3688542762121,33.6334086614125,43.5995842660147,39.8723452570074,38.866177957952,38.5046528372227,36.2688280482207,40.1071568260121,36.8214801640299,34.9245626717277,33.6399781742499,37.1337114752091,36.7125972271471,27.0737648995341,30.6437498365774,29.4195195087264,32.1618389061333,28.645016889674,23.2954266346887,27.1521314828249,30.9100793171874,47.2288689766137,48.0608021969356,44.6688275718168,49.3600719333633,50.6905679932663,54.8977431897085,52.6143987026312,58.8668703508225,40.8224000988563,44.0930370056862,44.2031850875056,42.4086769218107,41.307771739849,42.0168839871571,44.6886377677179,47.7126903176764,46.9195719125565,11.944472629179,12.2028167183285,12.7118055352425,9.7059885545754,5.46972560600711,5.74958353091782,0,4.78670575408823,6.90809954154254,3.76972500834444,9.10826636621277,7.87800035526659,4.3433717000787
"Acxotlan Acatocha",26.8814972725824,29.8090518502215,28.8362096273632,29.7022463943882,31.3589975726098,28.6637752838603,29.6620618389063,29.8202126691721,26.4269669105383,28.9670504653061,31.6334573245025,27.0905858159254,32.3324027497289,31.29187217993,31.0417014975913,39.9749596584833,36.1952958789266,35.5113378195902,35.6099687445325,33.9248650844481,37.7058091299616,33.6905621083201,31.1195686453875,29.4991113480568,33.1290671889664,33.0876730962667,23.1603454699591,28.3404094022571,26.9347529868048,30.4458321742333,25.4741433372962,19.5871412734297,23.6609122848014,28.1576036661992,44.4736841355156,45.7284508785059,41.9551855267486,46.6814909207595,47.5542913350103,52.6399291581473,49.7987232858205,56.2571486898211,38.099036094121,41.7748863815968,41.1323576172603,39.3603708257517,38.2879842775702,38.647126526047,41.321889293085,44.2923254034966,43.7889115549013,11.632737561678,13.1703404205963,14.7884856279066,8.9566656289251,5.92468691937939,3.68456709613277,4.78670575408823,0,3.27714753644642,8.43037960871113,12.1027139587969,12.2118733428623,4.31209758548929
"Analco",28.0372938206633,31.8072156671795,30.6946421634917,31.2892234834461,32.7352995263231,30.0138490533257,30.7707238988846,31.167460047244,27.1189650555522,29.8371629366547,33.8743662567391,28.6269699861962,34.1368196508016,32.8916454539993,32.9959494441348,41.0170036359825,37.2070713205394,36.8414913897083,37.3163736776023,36.0139771907091,39.7357170394807,35.2266461568234,32.0329663159613,30.0034511529283,33.7845575471401,34.1773981871438,24.0450354899419,30.4991041527862,28.9972469447022,32.9003542618648,27.0611490152295,20.7734357851128,24.9903762128443,30.029880008558,46.232697805613,47.7628892316803,43.7554633891325,48.4851569630028,49.0073686558626,54.696112219992,51.4925292054978,58.0761608354,39.9134175576525,43.835072535031,42.6688307002489,40.9247263304818,39.8812567814041,39.9428385586301,42.6048574210594,45.5109149549626,45.2632876231954,14.7755685386749,16.4392805738238,18.0409669120138,12.0784133114498,9.19884721566692,6.84484710748886,6.90809954154254,3.27714753644642,0,10.6675788119365,15.197766045749,14.7614590943607,3.89394535701338
"Chiatlan",32.6770709052613,33.5789574944018,33.0210908348524,34.5173706543731,36.5844903069355,34.0246548952846,35.4610809191539,35.1507761043331,33.0058003632352,35.2005524184718,34.6021173327466,32.1125603591948,36.5349481986394,36.0264828605622,34.888419172915,45.6816152224844,42.0240960362702,40.7295151399998,39.9672218069339,37.2879986665632,41.1370079057128,38.5030508307602,37.2283809685281,36.2783805982523,39.6159880297886,38.8364201459952,29.5461371817832,31.7009308437419,30.6437022788886,32.7202488969613,30.4498431676099,25.6358749929403,29.2501881705547,32.3333945754896,48.5090839760133,48.9739557634553,45.9291774572862,50.5617387372702,52.2891468531634,55.7103454871619,53.9189836107408,59.9643285551928,42.1189841998657,45.0210359090286,45.7781003061572,43.9753122978152,42.8570386306554,43.872740700891,46.5262792863376,49.5841861642656,48.5319935470549,12.2405772771509,11.4320337057345,10.9204734582162,10.6283239255237,6.64043121972553,8.32425198780854,3.76972500834444,8.43037960871113,10.6675788119365,0,6.81694287139987,4.26037915639918,7.71197756515
"Coyula",30.2738849933296,29.4345999431261,29.207223585613,31.1538935393312,33.5051444113671,31.1565549127954,32.9556075148898,32.2140106833069,31.4197532202116,33.1495047321331,29.8764340057092,29.0197857750033,32.6151189480185,32.5445058927569,30.7553688851654,42.8171673995422,39.3587658944187,37.5257025228331,36.0716094242692,32.7459248543748,36.5493420120377,35.0108255984724,34.9785674175452,34.8137271870807,37.7089064066185,36.1757481919971,27.8985026819942,27.3362496874787,26.5704633375051,27.6243642538149,27.392286800089,23.8670287305334,26.8089431699959,28.5394316833403,44.204792063068,44.1316518093529,41.6236419629787,46.1174518933926,48.4588977845866,50.6811715781066,49.6002062195033,55.2949055386717,37.9206216757387,40.2393564222282,41.9827412047602,40.1908577644395,39.059742128705,40.6023687892384,43.1839429868236,46.2652663118609,44.765974754271,8.17016145578457,5.80646780879574,4.19277117908006,8.13951993815589,6.75394345405272,9.71921555463721,9.10826636621277,12.1027139587969,15.197766045749,6.81694287139987,0,4.62690405833777,13.4347869968682
"Tenextepec",34.0693183669478,33.8269926919542,33.5043651602896,35.3133326031143,37.5738433562308,35.1385508181171,36.8045239490902,36.2259615139493,34.8682526932291,36.8114818170819,34.4054308458081,33.075374348033,36.9539691078076,36.7482580644224,35.1484309174975,46.8341107580096,43.2921522341027,41.6505229309277,40.4119496210692,37.2425444631517,41.0614753052113,39.2253323793456,38.7317002145722,38.2231036784627,41.3271012141631,40.0975750965814,31.3541108420161,31.7793373835778,30.9338467910114,32.2112035144862,31.4270502807398,27.3465774090469,30.6005025931389,32.8281172006229,48.6646762311279,48.6974085111741,46.0806213743927,50.6106610495194,52.8014972516736,55.2762122743367,54.0689950116124,59.8387601361332,42.345981590096,44.7920411686636,46.3057715571612,44.5074826592782,43.3779354442911,44.7574882934832,47.3684912706447,50.4477106268087,49.085004739461,12.3159458081924,10.3732693522468,8.64401083007676,11.5815495422389,8.61198119206846,11.1397645148061,7.87800035526659,12.2118733428623,14.7614590943607,4.26037915639918,4.62690405833777,0,11.9688040383141
"Chilhuacan",31.1028799776545,34.1066952060092,33.1464276493554,34.0058021698378,35.634651634277,32.9325586952818,33.8734568562605,34.0893508687534,30.4834790752015,33.0990078378724,35.8767844138136,31.3876297939362,36.6440056330067,35.597061170738,35.3440001488293,44.1751223860095,40.3834510094526,39.7807702553531,39.9215499088815,38.2049958894139,41.9948946372283,37.9904711725732,35.2699039982186,33.4742376897558,37.1791585395022,37.296906685237,27.2879583278774,32.6097976140793,31.2247498344591,34.6038132470263,29.7758292552225,23.8045879522789,27.9203985259817,32.4672951697219,48.785562079938,50.0137178207753,46.266151443419,50.9919784964409,51.8479941401581,56.9188907956818,54.1106230132067,60.5661731275585,42.4098133584421,46.0567418115899,45.4343110875958,43.6645574352578,42.5943193196215,42.9112584119228,45.5845903543395,48.5420578153151,48.0845058661799,15.1422913381555,16.0184490103014,16.9035466232182,12.5953369036883,8.77086261511439,7.54449911289091,4.3433717000787,4.31209758548929,3.89394535701338,7.71197756515,13.4347869968682,11.9688040383141,0
